parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
1.0055377,-1.2434486,-2.368419,-2.1152587,-1.5557326,-0.561021,0.6372732,0.2667299,0.06768986,0.20417045
1.214029,-1.4181744,-2.0840821,-2.1941497,-1.3422642,-0.4535953,0.66625565,0.37472048,0.41212386,0.12834063
0.97360533,-1.403742,-2.6714969,-2.496691,-1.3173501,0.09901211,0.6825988,0.19360717,-0.38158685,0.5737228
0.9922453,-0.8172599,-1.9488237,-2.6126382,-1.9765666,-0.42204627,0.45562717,0.12834807,-0.17493924,0.54980445
0.6235165,-0.9094142,-1.7616361,-2.222405,-1.4889063,-0.01871166,0.40716678,-0.33275115,-0.68058246,0.179936
0.46161738,-1.1795505,-2.26298,-2.3821893,-1.7615227,-0.21337791,0.33546603,-0.19567934,-0.41903678,0.3500574
0.82393897,-1.1319387,-2.1452062,-1.931055,-1.101939,0.020623105,0.4894715,0.19201595,0.37872976,0.35335654
1.2402053,-1.3319983,-2.1346502,-2.5996616,-1.526586,-0.2702145,0.20127203,-0.061142825,-0.28699172,-0.31225932
0.3868805,-1.5606989,-2.4719799,-2.3105488,-1.6033835,-0.2323257,0.31931728,0.10688353,-0.3569653,0.46133062
0.3151505,-0.68581253,-1.6750649,-1.843016,-1.4311968,-0.2974487,0.25610405,-0.21332534,-0.14386699,0.37411776
0.67221445,-0.5194693,-1.6638458,-2.0152125,-1.3473219,-0.4009852,0.2960525,-0.29864505,-0.43240097,0.3871167
1.4692135,-0.9098847,-1.7075347,-1.6250863,-1.3216739,-0.35325792,0.5191797,-0.1704926,-0.14074333,0.5956526
0.9256563,-0.8754676,-2.2547255,-2.642037,-1.9076478,-0.71553737,0.4760748,-0.100124344,-0.6395402,0.6554206
0.3793843,-0.90527177,-2.7902443,-3.161787,-1.9548814,-0.56366,0.24545144,-0.36965308,-0.33584774,0.52796745
1.1106639,-1.1060698,-2.2797246,-2.3249314,-1.783319,-0.20047149,0.45015523,0.11757284,-0.11395186,1.0773911
1.2743365,-0.99079853,-2.0348477,-2.1227589,-1.2425766,-0.23344462,0.11380177,-0.34352323,-0.35835212,0.79246634
1.030831,-1.1773982,-2.59336,-2.5996656,-1.3663027,-0.48213136,0.13860492,-0.7030779,-0.7785482,0.16585582
0.5262587,-1.4194219,-2.1423533,-2.253999,-1.619231,-0.3084644,0.08134493,-0.520177,-0.3019441,0.17642465
0.9487813,-1.5203718,-2.880473,-2.953467,-1.9139211,-0.95564634,0.42438096,0.08260522,-0.42911538,-0.04259759
0.7641594,-0.8798077,-2.0239213,-2.287561,-1.4163504,-0.10439806,0.36848035,0.12669301,0.0014394384,0.07049471
1.2239357,-1.508756,-2.4079237,-2.3751829,-1.8724095,-0.5276675,0.5119607,-0.22265379,-0.6882087,0.46969682
0.9845503,-1.3999132,-1.9852446,-1.7507377,-1.219655,-0.3634751,0.45031074,0.09909399,-0.49745446,0.39583617
1.9059129,-1.4753351,-2.8029764,-2.9476595,-2.2321217,-0.43845683,0.5684811,-0.114642434,-0.040360916,0.031464793
0.7571888,-0.92130494,-2.4289198,-2.548113,-1.9031446,-0.29168242,0.572075,0.31630698,-0.02219508,0.7576327
0.9897374,-1.2101556,-2.457821,-2.0065627,-1.5664973,-1.0209389,0.21018673,-0.56318355,-0.39590132,0.9811458
1.3867251,-1.1350573,-1.9482783,-1.8026472,-0.86302394,-0.1660935,0.59837073,-0.19316427,-0.38894632,0.7211497
0.198722,-0.80649924,-1.6967037,-1.9428071,-1.6145729,-0.49940845,0.07987281,0.08654796,-0.5293979,0.08639423
0.9382715,-0.6643824,-1.334392,-1.4634461,-1.0715221,0.29786408,0.45291084,-0.09347323,-0.4587473,0.92283964
1.4611288,-1.6201195,-3.068405,-3.5899134,-2.514436,-0.7329375,0.71039855,0.04052437,0.041104484,1.0037384
1.2996005,-0.80561316,-1.8750304,-2.0704935,-1.1224332,-0.03152977,0.5968588,-0.6382248,-0.58400047,0.46928906
0.80188817,-1.3316476,-2.1330812,-2.6077971,-1.8904314,-0.51948863,0.5050114,-0.07662274,-0.58037263,0.096876964
1.1681786,-0.8126555,-2.1539998,-2.178719,-0.9959429,-0.2872483,0.7632819,0.017751267,-0.2898765,0.7636272
0.9306919,-1.0974464,-1.6450824,-2.1508691,-1.734544,0.23687172,0.2669268,0.15880838,0.42966446,0.77948266
0.38402206,-0.9055097,-1.9614459,-2.2487967,-1.3737676,-0.4374249,0.0973022,-0.43028718,0.100912295,0.54407424
0.872396,-0.94192964,-2.059104,-2.348693,-1.7692941,-0.16528764,0.69379145,-0.35171023,-0.06967934,0.71692604
1.1629692,-0.7098083,-1.6729518,-2.1998997,-1.3905386,-0.11022651,0.30410093,0.027465101,-0.3883328,0.729708
0.680656,-0.7697742,-1.9806725,-2.662324,-1.5078745,-0.34965092,0.27354482,-0.26856747,0.30624443,0.6341556
1.116505,-0.6779624,-1.5372691,-1.7281922,-1.1461462,-0.05212172,0.7230526,-0.16390519,-0.43117833,0.43769205
1.2405603,-0.9860833,-1.5579504,-1.3785564,-0.83424765,-0.41894338,-0.02609952,-0.260167,-0.20552528,1.1354966
1.5414656,-0.5623298,-2.1028554,-2.2195323,-1.2457418,-0.2434633,0.55835545,0.2633532,-0.2286751,0.85872394
0.71410066,-0.90320534,-2.2185438,-2.8602686,-1.7044358,-0.5142114,0.031201797,-0.14456616,0.0152167035,0.7508699
0.8697579,-1.5558957,-2.4294982,-2.589105,-1.8904334,-0.37030703,-0.12505138,0.2936899,0.23519754,0.5768638
0.7869682,-0.6141975,-1.7233105,-2.1948037,-1.6981419,-0.38153288,0.38141033,-0.17762585,-0.2823199,0.36764282
0.56728566,-1.4741392,-1.9274008,-2.730963,-1.2827451,-0.29560256,0.39961925,-0.3927337,-0.2864067,0.48633257
0.96664476,-1.5814976,-2.0433905,-2.5121496,-1.682626,0.14842847,0.94112056,-0.24528576,0.054228224,0.6380646
1.375101,-1.0577164,-2.4187095,-2.336647,-1.2114966,0.28348318,0.50662786,-0.14702336,-0.23623616,0.63474053
0.6819703,-1.5964631,-2.8497598,-3.085651,-2.573145,-0.85613847,0.4991487,-0.15564208,0.12527609,0.84212744
0.6882191,-0.9836885,-1.7896678,-2.3520076,-1.8270369,0.04744791,0.3645206,-0.11771376,-0.20167238,-0.096946344
0.9082816,-0.6544208,-1.4806776,-2.3300407,-1.6596564,-0.405753,0.6093453,0.052287433,-0.06214265,0.59929836
1.2298559,-0.92500484,-1.9283988,-2.1672862,-1.19446,-0.23117295,0.4613636,0.033285115,-0.0157056,0.9656841
0.99410206,-1.2097273,-3.007893,-3.034911,-1.517989,-0.21581705,0.28531143,0.0377288,-0.4831448,0.06379132
0.67187214,-1.1777211,-2.289885,-2.7436397,-1.7668583,-0.6797875,0.6039709,-0.13571835,-0.34343597,0.83849233
1.2478383,-1.4946847,-2.290374,-2.413251,-2.4298801,-0.7885465,0.89374185,0.18641685,0.052869376,-0.25413623
-0.033986174,-0.9381241,-2.3584063,-2.6012292,-2.1171489,-0.8277677,0.08731882,-0.03416393,-0.57837737,0.8601387
0.7558644,-0.99672306,-1.5222652,-1.6206542,-0.9843386,-0.03615895,0.8867729,0.07907727,-0.23110785,0.47973537
0.9135208,-1.2994667,-2.0319867,-1.8550048,-1.3277507,-0.36620983,0.50036985,0.020215409,-0.06302959,0.2363844
1.8557009,-1.7856115,-3.0766861,-3.046494,-2.4296227,-0.92293036,0.30657625,0.14774437,0.21004727,0.6252286
0.66148174,-1.3065987,-2.1772346,-2.9431121,-1.8077335,-0.42802292,0.013046731,-1.0080773,-0.8267729,0.1884263
1.0501359,-1.5964242,-2.3296032,-2.420341,-1.3071637,-0.0904637,0.80437267,-0.17949869,-0.15698054,0.2849936
0.45341957,-1.3440545,-2.3427732,-2.3075743,-1.2005028,-0.18990749,0.32874873,-0.027969904,-0.66580945,0.13248737
0.46437562,-1.1059028,-2.1322923,-2.570364,-1.9003934,-0.861284,-0.322077,-0.059398435,-0.27926463,0.60945964
0.7540254,-0.63463277,-2.3321333,-2.5895731,-1.7690347,-0.6600453,0.7929636,0.031695817,0.08602288,1.0567641
0.5008216,-1.2273575,-2.3920078,-2.0290174,-1.6518782,-0.13738808,0.41236374,-0.25324646,-0.0016950391,0.7506675
0.92994845,-2.0419364,-2.7899528,-2.2761533,-1.5647883,0.16709106,0.7330091,0.2627353,-0.47160602,-0.109253965
1.1009425,-1.1877902,-2.481451,-2.830255,-1.3013262,0.1471352,0.4604103,-0.31493315,-0.4544575,0.3791535
1.491857,-1.8604257,-2.7702687,-2.7589383,-1.7344501,-0.7552882,0.17145464,-0.26279858,-0.41703957,1.0336692
-0.0033623606,-0.98119664,-1.581275,-2.2494433,-1.8348559,-0.8001749,0.5112438,-0.07072245,-0.030237142,0.6322187
0.8616332,-1.5294397,-2.9594429,-3.474225,-2.1471667,-0.88485223,0.40795454,-0.3180165,-0.16566554,0.4167976
0.40852964,-1.3955643,-1.7642833,-2.481711,-1.5803344,-0.25937137,0.92979896,0.5007126,0.26114058,0.14110151
0.8432105,-1.1006732,-1.801069,-1.7324345,-1.0697744,-0.41562748,0.43278265,0.3141541,0.054225087,0.7270188
0.9318842,-0.9295013,-2.4155145,-3.516604,-1.7509797,-0.1643893,0.39081368,-0.09017538,-0.12672447,0.27285334
0.7929972,-1.0090303,-1.5493625,-1.9715674,-1.357506,0.17390104,0.58124554,-0.13483036,0.017074771,0.8056281
1.28667,-0.71109027,-1.7210938,-2.1767986,-1.7328783,-0.79222435,0.5383377,0.6747443,0.26982635,0.91045886
1.1926951,-1.4926523,-1.8273971,-2.350747,-1.1609828,-0.042944256,0.57881534,-0.23870713,0.31068286,0.69040847
0.9736753,-0.7901747,-1.679485,-1.3109982,-1.0514301,-0.49442083,0.3093922,-0.07459115,-0.83912885,0.12609722
1.100074,-1.5117049,-2.522933,-2.734743,-1.5131499,-0.210462,0.75401807,0.12992601,0.13957202,0.42034185
0.9723065,-0.7630561,-1.81685,-2.0755756,-1.2287219,-0.025343962,0.7491599,-0.004145631,-1.2348577,0.4255475
0.37243393,-1.3927827,-2.2271266,-1.8218261,-1.4238756,-0.2287377,0.007904892,-0.050156724,-0.26431313,0.5033464
1.1127292,-1.036258,-1.673679,-2.7968225,-1.4985713,-0.7036279,0.20145807,-0.8481883,-0.22038892,0.8224522
1.2051717,-1.1120102,-1.935465,-2.1293793,-1.5711918,-0.06504634,0.5297144,0.064068556,0.094177336,0.14599846
0.36785197,-0.6127769,-1.2727014,-2.110739,-1.6078291,-0.39764324,0.43244705,-0.25749868,-0.5073211,-0.09998949
0.5815013,-0.8168375,-2.1204312,-2.2782512,-1.4926863,-0.72885454,0.436014,0.33318824,0.23006172,0.50563484
0.45788157,-0.5294499,-1.3213152,-1.9340187,-1.5300518,-0.27001476,0.11169638,-0.51535165,-0.10564467,0.21160391
1.0347574,-1.3040252,-2.1835184,-2.326168,-1.9338281,0.07836177,0.8179534,0.2829054,-0.19678637,0.19170149
0.99836665,-1.2846627,-2.38149,-2.420037,-1.7332851,-0.34411043,0.525115,0.04480068,-0.16152005,0.8155774
1.3440405,-0.9824627,-2.7034714,-2.4756422,-1.5804255,-0.4982201,1.018856,-0.17846422,-0.44578007,0.3185798
1.0703635,-0.9559298,-1.7862635,-2.3424854,-0.99595684,-0.05060259,0.642077,-0.4779603,-0.39618638,0.32785937
0.8542035,-0.7374008,-1.8149593,-1.994136,-1.5947564,-0.52810854,0.49955308,-0.17268014,-0.017610876,0.6645484
0.30157152,-1.0457718,-1.779021,-1.929138,-1.3512727,-0.09106335,0.32552633,-0.37071273,-0.2250853,0.13488878
0.90803343,-0.94792616,-1.4833648,-2.1551461,-1.2500877,-0.012811448,0.20859964,-0.40239656,-0.27466446,0.74442726
1.51262,-1.6371913,-3.1841645,-2.8803604,-1.8060113,-0.56341416,0.43037376,-0.26518416,-0.10598576,0.4247926
0.97133356,-0.99110186,-1.9000717,-2.3616028,-1.9313828,-0.5071962,0.97248334,0.11887678,-0.056084182,0.66822094
0.86451435,-1.4383304,-2.0673976,-2.9296114,-2.1190305,-0.65695673,0.85659426,0.24907367,0.034884196,0.55596447
0.62871873,-0.6925412,-1.5844871,-2.0302675,-1.6292651,-0.380994,0.48806652,0.32948834,-0.32894462,0.22119097
1.0487232,-1.203745,-2.6312413,-2.571881,-2.1087573,-0.33181113,0.9351141,0.018630505,-0.25745285,0.9591107
0.8786683,-0.88469595,-1.9137157,-2.2567186,-1.3323623,-0.55240595,0.34959546,-0.47778374,-0.50637525,0.3882379
0.86892384,-0.6474639,-1.7318476,-2.287092,-1.4122138,0.021295266,0.41896996,0.0050025214,-0.3373971,0.14554751
1.2615311,-0.04121332,-1.3294069,-1.6979474,-0.94378394,-0.2702701,0.31766933,-0.6435547,-0.4242541,0.57111466
0.94323426,-0.986132,-2.2629178,-2.3737047,-1.4495956,-0.27410462,0.08878217,-0.2847459,0.026790952,0.5525133
0.72094893,-0.86281675,-2.2118127,-2.7044983,-1.5645475,-0.550225,0.4061393,-0.116431214,-0.7509468,0.5316217
0.89527863,-1.1116344,-2.7409794,-2.58385,-1.4434223,-0.39830944,0.8489282,0.6527825,-0.09113851,0.8322617
0.75947726,-0.7840614,-2.2626061,-2.6056664,-1.8888621,-1.0500965,0.33788675,-0.17072363,0.51996344,0.4619495
0.5571019,-1.2213781,-2.3326294,-2.7513573,-1.6161462,-0.73682714,0.20033513,0.045086913,0.062346205,0.7419313
0.82032865,-0.6116808,-2.1641302,-2.023236,-1.3457547,-0.2679645,0.14738064,0.14407048,-0.03677394,0.7057333
0.5724595,-0.9166942,-1.8938624,-2.2110221,-1.4798698,-0.38518047,-0.115032196,-0.5188518,-0.46393302,-0.09441542
0.06440599,-1.4376957,-1.8949631,-2.4050126,-1.4745413,0.28361973,0.7954827,-0.2938778,-0.5364342,0.402743
0.8397372,-0.3983955,-1.4934766,-1.7653395,-0.87479174,0.028558169,0.28865805,-0.13635412,-0.49224865,-0.17478397
0.834184,-1.0423231,-1.4601535,-2.1673796,-1.3894128,-0.1967004,0.40035594,-0.5594376,-0.41753173,0.0078092776
1.3434505,-0.37241447,-1.5345883,-2.2493062,-1.4857262,0.04836879,0.528722,-0.401211,-0.2670564,0.97497845
0.7484498,-1.20554,-1.8394827,-2.2108908,-1.5937319,-0.73771673,0.056536414,-0.49027035,-0.301452,0.55793065
0.5730195,-0.81438076,-1.6187769,-1.9916756,-1.7027295,-0.69053185,-0.19399022,-0.034776606,-0.19438523,0.1943245
0.6737643,-1.0942907,-1.3170627,-1.4845669,-1.1808519,-0.13898356,0.8693005,0.17721465,-0.30671924,0.5611654
1.0078797,-1.1260543,-1.8908721,-2.15018,-1.306211,-0.5817592,0.072162755,-0.3949383,-0.3558466,0.54781157
0.65232074,-0.7760875,-1.8408196,-2.0994,-1.2061793,-0.20059593,0.27559853,0.36244142,-0.07682265,0.15126088
0.48382792,-1.2391613,-2.265225,-2.192936,-1.5912733,-0.16712442,0.33570164,0.03687607,0.30675206,0.6871069
0.76571774,-1.5876927,-2.1625671,-3.0713823,-1.6261067,-0.1827202,0.5242839,-0.14068927,-0.13202062,0.055018988
0.89700943,-0.5026197,-2.0532682,-1.7615145,-0.9919247,-0.05032698,0.5719799,-0.25662392,-0.16156352,0.21712805
0.76614714,-1.0942036,-1.5260606,-1.7429839,-1.5401692,-0.16531456,0.8340068,0.14903839,0.10927541,0.42850956
0.59144574,-1.1061954,-1.9573386,-1.9928901,-1.2510333,-0.21967351,0.48281944,-0.1608191,-0.13436131,0.64361364
0.6740654,-0.66620904,-1.6294168,-2.2059083,-1.2556741,0.08548712,0.616021,0.03794836,0.18493521,0.42900825
1.25711,-1.5633197,-2.0162938,-2.022362,-1.6139741,-0.19320287,0.33050337,-0.5678785,-0.20065477,0.28717571
1.40473,-1.4302087,-2.460951,-2.8776095,-2.0901945,-0.23237629,0.16550356,0.1507221,0.35083327,0.82950324
0.73519385,-0.8658085,-2.380412,-2.8474355,-2.1859655,-0.54556215,0.7122362,-0.16395278,0.011174549,0.7467415
0.74702567,-1.3498815,-2.3225176,-2.567953,-2.000778,-0.025359696,0.5279179,-0.443393,-0.5960823,0.23782082
-0.07514913,-0.5099628,-2.4157097,-2.3697975,-1.8862864,-1.0013407,0.16617528,-0.6297238,-0.51386684,0.46610805
0.6826676,-1.616247,-1.9829737,-2.2425158,-1.6740901,-0.7537661,-0.22625011,-0.24596423,0.155783,0.18720068
0.5075205,-1.451924,-1.9030282,-2.3640656,-1.8606273,-0.27100107,0.47342768,-0.0021214413,-0.03128905,0.63554794
0.9561717,-1.6450074,-1.6696789,-1.9376783,-1.1721491,-0.33043346,1.121086,0.5216074,-0.080934085,0.10833051
0.48858166,-1.0592301,-1.3394017,-1.9402646,-1.741596,-0.25191692,0.3898513,-0.5141543,-0.5009025,0.11695557
1.0004176,-1.3145863,-2.4378414,-2.1727245,-1.7071602,0.01987353,0.14334826,-0.8294165,0.06607728,0.920616
1.098576,-1.0130773,-1.3740758,-2.3681355,-1.1305594,0.029994996,0.49640393,-0.28857964,-0.230109,0.792033
0.7902793,-1.5463564,-3.2405732,-3.145804,-2.1093009,-0.6992291,0.25060916,-0.15488373,0.07595923,0.21056682
1.1633569,-1.8720806,-3.2014341,-3.5949788,-2.3625672,-1.0976208,0.25722557,-0.091006644,0.38435957,1.2840486
0.6887692,-1.432183,-2.1109114,-2.1536837,-1.4800979,0.02188909,0.530283,0.20032243,-0.3400086,0.17652094
0.6560762,-1.3629471,-1.8504298,-2.1744165,-1.2295512,-0.28955826,0.31004885,0.24187818,0.2405029,0.42596474
0.9863888,-0.31761348,-2.1073885,-3.154216,-1.6317713,-0.3922776,0.4894997,-0.32349223,-0.24251297,0.93204534
0.39248264,-0.70884126,-1.5133734,-2.2327397,-1.7212704,-0.2899102,0.38063857,-0.20168787,-0.2877719,0.16225043
0.90184844,-0.71277416,-1.3141372,-1.4846125,-1.4369794,-0.222371,0.39017344,-0.11141561,-0.0002513631,0.5710125
0.5412151,-1.1092212,-2.3760488,-2.794997,-1.8764809,-0.22197866,0.09045391,-0.7186726,0.03225016,0.7537642
0.4364081,-1.4271697,-2.2472684,-2.3966315,-2.1940389,-0.4176193,0.7796871,-0.4602817,-0.3834199,0.6223853
0.92892,-0.9865477,-1.5272495,-2.9189138,-1.7646223,-0.33793822,0.33241132,-0.6917102,-0.26477852,0.44646853
1.3397188,-1.7345167,-3.0213525,-3.308474,-2.0214293,-0.08139179,0.94578743,0.045646343,0.108214766,0.8258487
0.89515597,-1.1696465,-1.6243769,-1.7856681,-1.3638073,-0.18358773,0.73997086,-0.005483342,0.059558045,0.2934596
0.89723194,-1.901089,-2.9644012,-3.1962764,-2.0557485,-0.3713578,0.15363158,-0.38110772,-0.33962655,0.8541422
1.2679875,-0.9105718,-2.185748,-3.1184,-1.6825461,-0.49286765,0.44826385,0.012353495,0.0908634,0.66215056
1.0378801,-0.94176006,-1.9439716,-1.8755591,-1.3442358,-0.4232007,0.06975296,-0.31164384,-0.029029628,0.049807157
0.86938685,-0.81372684,-1.3948277,-1.6308366,-1.2033012,-0.185504,0.36446834,-0.114573725,-0.22000888,0.07521656
0.88255626,-0.72632235,-1.9104911,-1.8991662,-1.7644733,-0.6616936,0.74811214,0.020439373,-0.55384403,0.122789524
0.11558581,-1.8830626,-3.4167638,-3.9785318,-1.9686,-0.356682,0.46588078,-0.07424361,0.4154742,0.76096123
0.6304934,-1.4122084,-2.2532175,-2.34187,-1.7452832,-0.7069333,0.15428697,-0.3283133,-0.73009366,0.12856077
0.63193876,-1.4491968,-2.2517056,-2.1111681,-1.4493606,-0.747556,0.7633414,0.091336526,-0.44539824,0.88480204
1.48855,-1.1716784,-2.8178973,-3.175499,-1.6320276,-0.36097318,0.38413578,0.15786308,-0.057579193,0.29874456
1.4029493,-2.1482222,-2.5779426,-2.5701394,-1.6242634,-0.10563516,0.8031108,-0.12619957,0.078969635,0.041588176
1.1865088,-1.0122924,-2.5352526,-1.8789718,-1.6112804,-0.51353323,0.57541054,0.13399693,-0.16868821,0.6203264
2.0265381,-1.917987,-3.540167,-3.5983982,-2.2544777,-0.12598607,0.8940277,0.3779089,-0.47788736,0.6486059
0.9830009,-0.98333395,-1.7044429,-2.4887605,-1.4344339,-0.2545816,-0.24811426,-0.2933086,0.13171273,0.80633116
0.57206917,-0.50027126,-1.6449122,-2.031294,-1.227749,-0.7341598,0.39235806,0.3657056,0.13998035,0.46946424
0.55034447,-1.3201332,-1.7122415,-1.997455,-1.7636538,-0.40224785,0.7518822,-0.49233562,-0.3722195,0.7492818
1.1749349,-1.124961,-2.6764805,-2.6888645,-1.504515,0.3349049,0.54908377,-0.30339897,-0.58824015,0.295528
1.3512666,-0.40982702,-2.1123395,-2.1809528,-1.5951195,-0.35323143,0.5710077,-0.7141266,-1.26625,0.51775175
0.6294666,-1.4109228,-1.6239766,-2.0367637,-1.5041856,-0.3084161,0.46085832,-0.01528162,0.0014639618,0.29301664
0.16595855,-1.2783437,-1.9131019,-2.2397523,-1.3547472,-0.48305506,0.39208174,-0.6887987,-0.31622416,-0.16585402
1.0229125,-1.588864,-2.0901766,-2.0698786,-1.2066915,-0.34808558,1.1038352,-0.25986636,-0.22447336,0.5741088
0.93276656,-0.7770135,-1.8347669,-2.2529802,-1.7029169,-0.6156553,0.21227023,-0.15469334,-0.34685907,0.23934045
1.4895921,-1.2593362,-2.354538,-2.8494637,-2.1047964,-0.34065062,0.9234749,-0.18312782,-0.22133793,0.6157025
0.4722854,-1.4526223,-2.3380277,-2.82807,-1.7686961,-0.814825,0.20426263,-0.102818996,0.31104115,0.27367702
0.9743624,-0.9662668,-1.3915914,-1.7484006,-1.0299469,-0.270323,0.5078776,-0.37687257,-0.6004265,-0.044404693
0.62065476,-0.45246705,-1.5273691,-2.1124675,-1.2977773,-0.62457055,0.33488834,-0.35167646,-0.32368785,0.39478233
1.2726374,-1.326376,-2.923769,-2.9078968,-2.281378,-0.3711442,0.64167756,0.07409992,-0.32299462,0.7642594
0.43045697,-0.668683,-1.1698279,-2.0333521,-1.6532091,-0.1830573,0.4368453,-0.43557447,0.16650094,0.8450966
0.912978,-0.41771528,-0.82442176,-1.3530623,-1.0552443,-0.11678566,0.31159902,0.09341787,-0.0492523,0.77906686
0.78860706,-0.69332385,-1.4282445,-1.5506356,-1.1076443,-0.25152922,0.22077927,-0.4552548,-0.19514363,0.4267506
1.450139,-1.3102472,-2.146411,-2.398114,-1.8604861,0.17541195,0.9925713,0.47473115,-0.45735773,0.46694458
0.93620014,-0.80253017,-1.7711637,-2.2935722,-1.5370888,-0.51834434,0.45514077,0.03755823,-0.29829055,0.033528432
1.3774567,-1.695476,-2.7558613,-3.3263674,-1.673696,-0.14848486,0.72608936,0.19393846,-0.10122777,0.19907351
0.8757525,-1.0620124,-2.429644,-2.7718546,-1.7003741,0.20163123,0.08761628,-0.40270317,-0.57124114,0.6169506
0.5706458,-1.1699263,-2.559429,-2.8215597,-1.5155958,-0.037018944,0.9491152,0.07745756,-0.025542842,0.48690388
0.7196375,-1.139109,-2.621373,-2.7414737,-1.9511027,-0.8447243,0.48832214,-0.31211504,-0.012877626,0.6214819
0.35552448,-0.8704624,-1.5531199,-1.7708249,-0.99338573,-0.28341252,0.5517746,-0.4014857,-0.3256964,0.17115544
0.6728222,-0.8311561,-1.8950278,-2.392889,-1.1982229,-0.5616735,0.28575802,-0.39326903,-0.3384534,0.37064403
1.1111006,-1.4600271,-2.8285618,-3.2540169,-1.8369316,-0.8440438,0.3477303,0.32099622,-0.05662631,0.822762
0.96107996,-0.8829232,-1.5261141,-2.0202515,-1.3577856,-0.031590763,0.9395501,-0.48398963,-0.67042744,0.5355457
0.88344115,-1.1535454,-1.842851,-1.8141714,-1.435846,-0.277143,0.69637376,0.09857373,-0.38844573,0.3683187
0.06595356,-1.171309,-1.2043751,-1.8329781,-0.9905266,-0.3897263,0.24349886,-0.30298558,-0.29772493,0.12692487
0.6479651,-1.756427,-2.4199831,-2.4460304,-1.6251664,-0.37501964,0.69141614,0.5942899,0.1469191,0.54951435
1.1825088,-1.254476,-1.5163677,-1.541283,-1.3729448,0.16994393,0.96362436,0.35732633,-0.30850568,-0.08014067
1.3917652,-1.5046983,-2.5191853,-2.1274521,-1.4779434,-0.19671738,0.738562,-0.034264255,0.05645782,0.50187147
1.3623983,-0.8578648,-1.1809585,-1.8040406,-0.7299678,0.3373178,0.77086806,-0.21808171,-0.879086,0.12750997
0.62252575,-0.9574105,-2.2580132,-2.2424164,-1.607899,-0.29436502,0.73458284,0.0062015704,-0.3448662,-0.22142616
0.8465456,-1.2776512,-1.832212,-1.9982059,-1.6204052,-0.7687138,-0.21069048,-0.52621275,-0.2724329,0.46843454
0.9577905,-0.9424777,-1.2613358,-1.8094267,-1.0481642,-0.122183286,0.062806934,-0.331834,-0.64742124,0.20268859
0.82213473,-1.598474,-2.9155228,-2.8019333,-2.1317885,-1.0771229,0.47801927,-0.46843073,-0.16608739,0.594173
1.4459863,-1.4582288,-2.6419523,-2.3919632,-1.1960475,-0.9824344,0.28993383,-0.066035286,0.0795217,0.5410746
1.3641113,-1.0619483,-1.812421,-1.787636,-1.1375672,-0.076204434,0.89068514,0.10602942,-0.24015746,0.52584815
1.4071841,-1.0508419,-1.7307125,-2.2317774,-1.8543507,-0.954339,0.31494856,0.13448618,-0.29877725,0.577528
0.8744012,-1.1722646,-1.9299868,-2.0518608,-1.1264747,-0.47053614,0.20098901,0.14361015,-0.5072077,0.0706598
0.611978,-1.3639429,-1.5765188,-1.4802271,-1.2080284,-0.44629627,0.26278257,-0.18609564,0.047656357,0.5000541
0.8958698,-0.73256284,-1.4847846,-1.6352137,-0.7318746,-0.31301072,0.8425494,-0.17301811,-0.19663987,0.14240472
0.7722887,-1.2450935,-2.2269588,-2.2256887,-1.8940216,-0.65360045,0.6633213,-0.44425815,-0.2618991,0.9287225
0.8487574,-1.0477219,-1.851865,-1.8530316,-1.6130378,-0.24878164,0.14891331,-0.03680602,-0.05106664,0.37373307
0.060122263,-1.5442855,-2.1054065,-1.9304703,-1.7982973,-0.4528889,0.5629688,0.24552317,0.21119718,0.11959188
0.51256275,-0.9809463,-1.8041009,-2.3096292,-1.3308883,-0.1649604,0.37705517,-0.49021778,-0.37907365,0.16837212
0.1827773,-1.5842088,-1.8357943,-1.8122774,-1.1699225,-0.59848696,0.5579609,0.013078121,0.02077085,0.73627603
0.13773417,-1.0395592,-1.9744797,-1.8553506,-1.0212833,0.08896097,0.94250566,0.04297776,-0.38126805,0.27148113
0.48229408,-0.7032876,-1.2787057,-2.1839375,-1.290635,0.2386585,0.46567202,-0.14152385,0.22912358,0.28120366
0.80749553,-0.44882807,-1.7185448,-2.3055727,-1.2081317,-0.16637939,0.212816,-0.53874046,-0.19557184,0.3189184
1.0632957,-1.4155135,-2.2153757,-2.372184,-1.4085184,0.036798228,0.51169425,-0.027754435,-0.055727385,0.79488975
0.18031222,-1.0536793,-1.5263882,-1.3140875,-1.0572639,0.03198792,0.47949207,-0.48258495,0.14100926,0.42334095
0.75477093,-1.0177988,-1.8478186,-2.1657505,-1.6611158,-0.62408674,0.13468204,-0.071662046,0.12617661,1.0293306
0.38836306,-1.819376,-1.9743868,-2.357258,-1.915509,-0.36645076,0.825027,-0.1977234,-0.7006923,-0.03182456
0.40710574,-1.3579754,-2.7447886,-2.8142972,-1.1590139,-0.49739316,0.19417989,-0.7034206,-0.55724084,-0.085595645
1.1910855,-0.9570629,-2.2757967,-2.5093277,-1.3992575,-0.35041738,0.8563352,0.42885593,-0.086260416,0.23919669
0.8623431,-1.0432571,-2.12307,-2.6413739,-1.4347858,-0.26871163,0.53221434,-0.13517909,-0.40433267,0.4334414
